Year,Levy,AWI,AWI Fit,CPI,CPI Fit,Levy Fit,CPI Projection,AWI Projection,10k,12.5k,15k,17.5k,20k,25k,CPI 10k,CPI 12.5k,CPI 15k,CPI 17.5k,CPI 20k,CPI 25k,AWI 10k,AWI 12.5k,AWI 15k,AWI 17.5k,AWI 20k,AWI 25k
2014,150429548.81,46481.52,47132.138934938404,236.736,234.131671761089,160994611.0347447,,,,,,,,,,,,,,,,,,,,
2015,160987024.12,48098.63,48467.366081208034,237.017,239.0355114058482,168184848.28603664,,,,,,,,,,,,,,,,,,,,
2016,180389756.02999997,48642.15,49840.41946605794,240.007,244.04206096200312,175696211.2656842,,,,,,,,,,,,,,,,,,,,
2017,180131887.65,50321.89,51252.37068567921,245.12,249.15347166749447,183543041.8833945,,,,,,,,,,,,,,,,,,,,
2018,181577565.59,52145.8,52704.32169398538,251.107,254.37193981749854,191740322.5779676,,,,,,,,,,,,,,,,,,,,
2019,201488722.26,54099.99,54197.40566262679,255.657,259.6997077081418,200303704.92420837,,,,,,,,,,,,,,,,,,,,
2020,205748925.0,55628.6,55732.78786537468,258.811,265.13906459998117,209249539.51743886,,,,,,,,,,,,,,,,,,,,
2021,209967707.48,60575.07,57311.66658755317,270.97,270.69234770166275,218594907.19269148,218594907.19269148,218594907.19269148,10000.0,12500.0,15000.0,17500.0,20000.0,25000.0,10000.0,12500.0,15000.0,17500.0,20000.0,25000.0,10000.0,12500.0,15000.0,17500.0,20000.0,25000.0
2022,,,58935.274061241325,,276.36194317419194,228357651.6382207,223173332.50341928,224787578.70549828,10446.613536010853,13058.266920013568,15669.920304016281,18281.573688018994,20893.227072021706,26116.533840027136,10209.447940463311,12761.80992557914,15314.171910694968,17866.533895810797,20418.895880926622,25523.61985115828,10283.29440938658,12854.118011733226,15424.941614079871,17995.765216426516,20566.58881877316,25708.236023466452
2023,,,60604.87742696247,,282.15028715621924,238556413.46555212,227847651.98933673,231155685.14017805,10913.173437076674,13641.466796345841,16369.76015561501,19098.053514884177,21826.346874153347,27282.933592691683,10423.282724903054,13029.103406128817,15634.92408735458,18240.744768580345,20846.56544980611,26058.206812257635,10574.614391012059,13218.267988765072,15861.921586518087,18505.575184271103,21149.228782024118,26436.535977530144
2024,,,62321.77972262422,,288.0598668108194,249210665.80114385,232619874.1341935,237704196.4699918,11400.570534859926,14250.713168574908,17100.85580228989,19950.99843600487,22801.14106971985,28501.426337149816,10641.596234862829,13301.995293578537,15962.394352294243,18622.793411009952,21283.192469725658,26603.990587157074,10874.187304851319,13592.73413106415,16311.280957276978,19029.827783489807,21748.374609702638,27185.4682621283
2025,,,64087.320900467916,,294.0932213941856,260340751.46765062,237492049.48901767,244438223.46475792,11909.73544677142,14887.169308464274,17864.60317015713,20842.037031849984,23819.47089354284,29774.338616928548,10864.482276326244,13580.602845407804,16296.723414489366,19012.843983570925,21728.964552652487,27161.20569081561,11182.246951859934,13977.808689824917,16773.3704277899,19568.932165754883,22364.493903719867,27955.617379649833
2026,,,65902.87887283455,,300.2529433467089,271967921.82571965,242466271.55320624,251363021.6795533,12441.640352855056,15552.05044106882,18662.460529282584,21772.870617496348,24883.280705710113,31104.10088213764,11092.036620023913,13865.045775029892,16638.05493003587,19411.064085041846,22184.073240047826,27730.091550059784,11499.03375644414,14373.792195555174,17248.550634666208,20123.309073777244,22998.06751288828,28747.584391110347
2027,,,67769.87058754958,,306.54167940690826,284114377.3505345,247544677.67406818,258483995.55638498,12997.300852031634,16246.626065039543,19495.95127804745,22745.27649105536,25994.60170406327,32493.252130079087,11324.357042584596,14155.446303230745,16986.535563876896,19817.62482452304,22648.71408516919,28310.89260646149,11824.794954098874,14780.993692623593,17737.192431148313,20693.39116967303,23649.589908197748,29561.987385247186
2028,,,69689.75313378008,,312.9621317487024,296803310.02053887,252729449.96521693,265806702.64208797,13577.777901243906,16972.22237655488,20366.66685186586,23761.111327176834,27155.555802487812,33944.44475310976,11561.543368548648,14451.92921068581,17342.31505282297,20232.700894960133,23123.086737097296,28903.85842137162,12159.784784362762,15199.730980453453,18239.67717654414,21279.623372634833,24319.569568725525,30399.461960906905
2029,,,71664.02487921267,,319.5170591424797,310058947.5993387,258022816.24418095,273336857.9256846,14184.179841208363,17730.224801510452,21276.269761812542,24822.314722114632,28368.359682416725,35460.449603020905,11803.697513260624,14754.621891575782,17705.546269890936,20656.470648206094,23607.395026521248,29509.243783151564,12504.264689238074,15630.330861547593,18756.39703385711,21882.46320616663,25008.52937847615,31260.661723095185
2030,,,73694.22663945485,,326.20927814050833,323906599.8952578,263427050.98966965,281080338.29864866,14817.664512638165,18522.080640797707,22226.496768957248,25930.91289711679,29635.32902527633,37044.161281595414,12050.92352666106,15063.654408326323,18076.385289991587,21089.116171656853,24101.84705332212,30127.308816652647,12858.503517233194,16073.129396541492,19287.755275849788,22502.381155158087,25717.007034466387,32146.258793082983
2031,,,75781.94288055683,,333.04166428716366,338372707.0869051,268944476.3188807,289043187.1414962,15479.441466979351,19349.30183372419,23219.162200469025,27089.022567213866,30958.882933958703,38698.60366744838,12303.327637995062,15379.15954749383,18454.991456992593,21530.82336649136,24606.655275990124,30758.31909498766,13222.777733184084,16528.472166480104,19834.166599776127,23139.861033072146,26445.55546636817,33056.94433296021
2032,,,77928.80295560833,,340.01715335450564,353484890.2070699,274577462.985278,297231619.04034275,16170.77427588342,20213.467844854273,24256.161413825128,28298.854982795983,32341.54855176684,40426.935689708545,12561.018301457403,15701.272876821753,18841.527452186103,21981.782027550456,25122.036602914806,31402.545753643506,13597.371634021327,16996.714542526657,20396.05745103199,23795.40035953732,27194.743268042654,33993.429085053314
2033,,,80136.48237635901,,347.1387426037331,369272003.88125384,280328431.39726675,305652024.63704574,16892.982943822222,21116.228679777778,25339.474415733333,29562.720151688885,33785.965887644445,42232.457359555556,12824.106242793532,16030.132803491915,19236.1593641903,22442.18592488868,25648.212485587064,32060.26560698383,13982.577570648222,17478.22196331028,20973.866355972335,24469.510748634388,27965.155141296444,34956.44392662056
2034,,,82406.7041208719,,354.4094920730706,385764191.4215759,286199852.6582136,314310975.6167823,17647.44642845337,22059.30803556671,26471.169642680055,30883.0312497934,35294.89285690674,44118.61607113342,13092.704506877113,16365.88063359639,19639.05676031567,22912.23288703495,26185.409013754226,32731.76126719278,14378.69617610611,17973.370220132638,21568.044264159165,25162.718308185693,28757.39235221222,35946.740440265276
2035,,,84741.23997821301,,361.8325258926059,402992942.3812916,292194249.6282301,323215229.8368876,18435.605273550736,23044.506591938418,27653.407910326103,32262.309228713784,36871.21054710147,46089.013183876836,13366.928506283122,16708.660632853902,20050.39275942468,23392.124885995465,26733.857012566245,33417.321265707804,14786.036600201911,18482.54575025239,22179.054900302865,25875.564050353343,29572.073200403822,36965.09150050478
2036,,,87141.91193124445,,369.4110336266903,420991152.6797243,298314198.0082157,332371736.60102654,19258.964359522815,24073.705449403522,28888.446539284225,33703.18762916493,38517.92871904563,48147.410898807044,13646.896070879258,17058.620088599073,20470.344106318887,23882.068124038702,27293.792141758517,34117.240177198146,15204.916750784168,19006.14593848021,22807.37512617625,26608.604313872293,30409.833501568337,38012.29187696042
2037,,,89610.59357858177,,377.14827164444364,439793187.4124882,304562327.44659424,341787642.08274215,20119.09577677445,25148.869720968065,30178.64366516168,35208.41760935529,40238.1915535489,50297.73944193613,13932.727498455508,17415.909373069386,20899.091247683264,24382.273122297138,27865.454996911016,34831.81874613877,15635.663541852613,19544.579427315766,23453.49531277892,27362.411198242073,31271.327083705226,39089.15885463153
2038,,,92149.2115968443,,385.0475645189662,459434946.4668657,310941322.6692344,351470294.90268844,21017.641827395077,26272.052284243848,31526.462741092615,36780.873197941386,42035.28365479015,52544.104568487695,14224.54560641431,17780.68200801789,21336.818409621468,24892.954811225045,28449.09121282862,35561.36401603578,16078.613148698258,20098.26643587282,24117.919723047387,28137.57301022195,32157.226297396515,40196.53287174564
2039,,,94759.74724432034,,393.1123064558546,479953933.0677181,317453924.63303304,361427251.86382437,21956.318160909326,27445.39770113666,32934.47724136399,38423.556781591324,43912.63632181865,54890.79540227332,14522.475784543201,18153.094730679,21783.7136768148,25414.332622950602,29044.951569086403,36306.189461358,16534.11127026972,20667.63908783715,24801.16690540458,28934.69472297201,33068.22254053944,41335.2781756743
2040,,,97444.2379072405,,401.34596275165063,501389325.3846942,324102931.7036714,371666283.84912217,22936.917050071956,28671.146312589946,34405.37557510794,40139.60483762592,45873.83410014391,57342.29262517989,14826.646048893288,18533.30756111661,22239.969073339933,25946.630585563256,29653.292097786576,37066.61512223322,17002.51339897403,21253.14174871754,25503.770098461046,29754.398448204553,34005.02679794806,42506.28349743508
2041,,,100204.77868984551,,409.75207128281045,523782051.33750963,330891200.8580169,382195381.8863137,23961.31081296398,29951.638516204977,35941.966219445974,41932.293922686964,47922.62162592796,59903.277032409955,15137.187096785206,18921.48387098151,22705.780645177812,26490.077419374113,30274.374193570413,37842.96774196302,17484.185098118884,21855.231372648606,26226.27764717833,30597.323921708048,34968.37019623777,43710.46274529721
2042,,,103043.5240495108,,418.3342440258865,547174866.742196,337821648.9117313,393022763.3844899,25031.45538792727,31289.31923490909,37547.18308189091,43805.046928872725,50062.91077585454,62578.63846981818,15454.232362968154,19317.790453710193,23181.34854445223,27044.90663519427,30908.46472593631,38635.580907420386,17979.502287216612,22474.377859020762,26969.253430824916,31464.12900262907,35959.004574433224,44948.755718041524
2043,,,105962.68947818187,,427.09616860953633,571612436.947404,344897253.7725795,404156878.5473362,26149.394068157657,32686.74258519707,39224.09110223648,45761.4396192759,52298.788136315314,65373.48517039414,15777.91807695467,19722.397596193336,23666.877115432002,27611.356634670672,31555.83615390934,39444.79519238667,18488.851535368653,23111.064419210816,27733.27730305298,32355.490186895142,36977.703070737305,46222.12883842163
2044,,,108964.5532314554,,436.04160989904017,597141422.1166902,352121055.7199913,415606416.9680954,27317.26140308977,34146.57675386221,40975.89210463465,47805.2074554071,54634.52280617954,68293.15350772442,16108.383321556368,20135.47915194546,24162.57498233455,28189.67081272364,32216.766643112736,40270.95830389092,19012.630362963497,23765.787953704374,28518.945544445247,33272.103135186124,38025.26072592699,47531.57590740875
2045,,,112051.4581066324,,445.174411614003,623810566.3196986,359496158.7114207,427380314.4113174,28537.287274026443,35671.60909253305,42805.930911039664,49940.25272954627,57074.574548052886,71343.2181850661,16445.770092645605,20557.212615807006,24668.655138968406,28780.097662129807,32891.54018529121,41114.42523161401,19551.247551919474,24439.059439899345,29326.871327879213,34214.683215859084,39102.49510383895,48878.11887979869
