Year,Levy,AWI,AWI Fit,CPI,CPI Fit,Levy Fit,CPI Projection,AWI Projection,10k,12.5k,15k,17.5k,20k,25k,CPI 10k,CPI 12.5k,CPI 15k,CPI 17.5k,CPI 20k,CPI 25k,AWI 10k,AWI 12.5k,AWI 15k,AWI 17.5k,AWI 20k,AWI 25k
2020,,,54697.24792999277,,266.3939438963752,211833865.3240816,206913034.64181063,208067483.2407045,10455.690812145089,13069.613515181361,15683.536218217632,18297.458921253907,20911.381624290178,26139.227030362723,10212.808570091729,12766.010712614661,15319.212855137594,17872.414997660526,20425.617140183458,25532.021425229323,10269.789816173805,12837.237270217256,15404.684724260707,17972.132178304157,20539.57963234761,25674.474540434512
2021,,,56172.92397641734,,272.06303532454166,221486939.937018,211316321.34535548,213680932.04623005,10932.147035917522,13665.1837948969,16398.220553876283,19131.25731285566,21864.294071835044,27330.3675897938,10430.14588893383,13037.682361167288,15645.218833400746,18252.755305634204,20860.29177786766,26075.364722334576,10546.858286838717,13183.572858548396,15820.287430258075,18457.002001967754,21093.716573677433,26367.14571709679
2022,,,57688.41225977201,,277.8527698767628,231579896.29095775,215813313.76360893,219445825.98389155,11430.314932046038,14287.893665057547,17145.472398069054,20003.051131080567,22860.629864092076,28575.787330115094,10652.10833218097,13315.135415226212,15978.162498271455,18641.189581316696,21304.21666436194,26630.270830452424,10831.40178268053,13539.252228350662,16247.102674020794,18954.953119690927,21662.80356536106,27078.504456701325
2023,,,59244.786873664256,,283.7657149421128,242132779.39268795,220406006.03448805,225366250.88912177,11951.183881491857,14938.979851864822,17926.77582223779,20914.57179261075,23902.367762983715,29877.959703729644,10878.794326444333,13598.492908055416,16318.191489666498,19037.89007127758,21757.588652888666,27196.98581611083,11123.621972265926,13904.527465332409,16685.43295839889,19466.338451465374,22247.243944531852,27809.054930664817
2024,,,60843.150889654455,,289.80449254589956,253166547.6815281,225096434.73286927,231446402.82903728,12495.788350397088,15619.73543799636,18743.682525595632,21867.629613194902,24991.576700794176,31239.47087599272,11110.304392937516,13887.880491171894,16665.456589406273,19443.03268764065,22220.608785875032,27775.76098234379,11423.725964974376,14279.65745621797,17135.588947461565,19991.52043870516,22847.45192994875,28559.31491243594
2025,,,62484.63713904994,,295.9717805123827,264703114.65362448,229886679.77369246,237690591.0763707,13065.209944575648,16331.51243071956,19597.814916863474,22864.117403007385,26130.419889151297,32663.02486143912,11346.741192051923,14183.426490064905,17020.111788077884,19856.797086090864,22693.482384103845,28366.85298012981,11731.92645778541,14664.908072231763,17597.889686678118,20530.87130112447,23463.85291557082,29329.816144463526
2026,,,64170.40901579305,,302.270313652217,276765392.38300896,234778865.3342699,244103241.16364437,13660.579557624626,17075.72444703078,20490.86933643694,23906.014225843097,27321.15911524925,34151.44889406156,11588.209568880073,14485.26196110009,17382.314353320107,20279.366745540126,23176.419137760146,28970.52392220018,12048.441886026461,15060.552357533077,18072.66282903969,21084.77330054631,24096.883772052923,30121.104715066154
2027,,,65901.6613010099,,308.7028849751655,289377337.0258757,239775160.79622272,250688898.01974124,14283.07961692328,17853.8495211541,21424.61942538492,24995.38932961574,28566.15923384656,35707.6990423082,11834.816599707656,14793.52074963457,17752.224899561483,20710.929049488397,23669.63319941531,29587.04149926914,12373.496578187642,15466.870722734551,18560.24486728146,21653.619011828374,24746.993156375283,30933.741445469102
2028,,,67679.62100980515,,315.2723469286411,302563996.39844614,244877781.70747852,257452229.19109902,14933.946431980154,18667.433039975193,22400.91964797023,26134.40625596527,29867.892863960307,37334.866079950385,12086.671639495818,15108.339549369774,18130.007459243727,21151.675369117682,24173.343278991637,30216.679098739547,12707.320914913376,15884.15114364172,19060.981372370064,22237.81160109841,25414.641829826753,31768.30228728344
2029,,,69505.54826089994,,321.98161266257364,316351559.72291327,250088990.7647171,264398028.14979923,15614.472649792182,19518.090812240225,23421.708974688274,27325.32713713632,31228.945299584364,39036.18162448045,12343.88637037267,15429.857962965838,18515.829555559005,21601.80114815217,24687.77274074534,30859.715925931676,13050.151492282976,16312.689365353719,19575.227238424464,22837.765111495206,26100.30298456595,32625.378730707438
2030,,,71380.7371697367,,328.8336573212264,330767409.6402586,255411098.81674755,271531217.6909243,16326.00982209206,20407.512277615075,24489.01473313809,28570.517188661106,32652.01964418412,40815.02455523015,12606.574851157957,15758.218563947446,18909.862276736934,22061.505989526424,25213.149702315914,31516.437127894893,13402.231289497306,16752.789111871632,20103.346934245958,23453.904756620286,26804.46257899461,33505.578223743265
2031,,,73306.51676567408,,335.83151936248277,345840176.5932683,260846465.8892225,278856853.4215526,17069.971089583843,21337.463861979802,25604.95663437576,29872.449406771724,34139.94217916769,42674.927723959605,12874.853567940885,16093.566959926105,19312.280351911326,22530.99374389655,25749.70713588177,32187.13391985221,13763.809841088532,17204.762301360664,20645.7147616328,24086.667221904932,27527.619682177065,34409.52460272133
2032,,,75284.2519339294,,342.97830190520665,361599795.687687,266397502.23115727,286380127.34389323,17847.833988494407,22309.792485618007,26771.75098274161,31233.70947986521,35695.667976988814,44619.584971236014,13148.841485734181,16436.051857167728,19723.262228601274,23010.472600034816,26297.682971468363,32872.103714335455,14135.14341377638,17668.929267220476,21202.715120664572,24736.500974108665,28270.28682755276,35337.85853444095
2033,,,77315.3443829331,,350.2771741052978,378077566.144529,272066669.3837374,294106371.5350871,18661.143385019175,23326.42923127397,27991.715077528766,32657.00092378356,37322.28677003835,46652.85846254794,13428.660101228275,16785.825126535346,20142.990151842412,23500.15517714948,26857.32020245655,33571.65025307069,14516.495188095687,18145.618985119607,21774.74278214353,25403.86657916745,29032.990376191374,36291.23797023921
2034,,,79401.23363778224,,357.7313725610098,395306213.4615529,277856481.27185464,302041061.9262888,19511.514543486715,24389.393179358394,29267.271815230073,34145.15045110175,39023.02908697343,48778.78635871679,13714.4334966673,17143.041870834124,20571.65024500095,24000.258619167776,27428.8669933346,34286.08374166825,14908.135444924215,18635.16930615527,22362.203167386324,26089.237028617375,29816.27088984843,37270.33861231054
2035,,,81543.39806049329,,365.3442027481732,413319954.40738237,283769505.3188709,310189822.18369216,20400.63633433693,25500.795417921163,30600.954501505395,35701.113585089624,40801.27266867386,51001.590835842326,14006.288394871588,17507.860493589487,21009.432592307385,24511.004691025282,28012.576789743176,35015.720987178975,15310.34175704224,19137.9271963028,22965.512635563362,26793.09807482392,30620.68351408448,38275.8543926056
2036,,,83743.35589778605,,373.11904048598734,432154564.9773495,289808363.5851255,318558427.69428444,21330.27458828399,26662.843235354987,31995.411882425986,37327.980529496985,42660.54917656798,53325.686470709974,14304.35421543209,17880.44276929011,21456.531323148134,25032.619877006156,28608.70843086418,35760.88553858022,15723.399185861294,19654.248982326615,23585.09877879194,27515.948575257262,31446.798371722587,39308.49796465323
2037,,,86002.66635713016,,381.05933343396674,451847451.44601667,295975733.9306409,327152809.6591101,22302.27560332496,27877.8445041562,33453.41340498744,39028.98230581868,44604.55120664992,55755.6890083124,14608.763132099157,18260.953915123944,21913.144698148735,25565.335481173523,29217.526264198314,36521.90783024789,16147.600483459377,20184.50060432422,24221.400725189065,28258.30084605391,32295.200966918754,40369.00120864844
2038,,,88322.93071182487,,389.16860262078296,472437724.65752906,302274351.2026017,335979059.2969776,23318.569811561236,29148.212264451544,34977.854717341856,40807.49717023216,46637.13962312247,58296.42452890309,14919.650131394128,18649.56266424266,22379.475197091193,26109.387729939725,29839.300262788256,37299.12532848532,16583.24630006743,20729.057875084287,24874.869450101145,29020.681025118,33166.49260013486,41458.115750168574
2039,,,90705.79343589234,,397.45044400561545,493966277.7012458,308707008.4480847,345043432.16157544,24381.175613110467,30476.469516388082,36571.7634196657,42667.057322943314,48762.35122622093,60952.939032776165,15237.153072467214,19046.441340584017,22855.72960870082,26665.017876817623,30474.306144934428,38092.882681168034,17030.645397153436,21288.306746441795,25545.968095730153,29803.629445018512,34061.29079430687,42576.61349288359
2040,,,93152.94336958983,,405.90853007272835,516475867.1270425,315276558.15259576,354352352.5750629,25492.2033847295,31865.254230911873,38238.30507709424,44611.35592327662,50984.406769459,63730.508461823745,15561.412748229157,19451.765935286447,23342.119122343738,27232.472309401026,31122.825496458314,38903.53187057289,17490.114866255488,21862.643582819357,26235.17229938323,30607.7010159471,34980.229732510976,43725.287165638714
2041,,,95666.11491636287,,414.5466114600067,540011197.8614886,321985913.50498307,363912418.181261,26653.859671105016,33317.32458888127,39980.78950665752,46644.25442443378,53307.71934221003,66634.64917776253,15892.57294778483,19865.716184731038,23838.859421677247,27812.002658623453,31785.14589556966,39731.432369462076,17961.980353718063,22452.47544214758,26942.970530577095,31433.465619006613,35923.96070743613,44904.95088429516
2042,,,98247.08927209761,,423.36851862212427,564619011.993583,328838049.68925047,373730404.62170964,27868.451567137723,34835.564458922156,41802.67735070658,48769.79024249101,55736.903134275446,69671.12891784431,16230.780520194488,20288.47565024311,24346.17078029173,28403.865910340355,32461.561040388977,40576.95130048622,18446.57629149277,23058.22036436596,27669.864437239154,32281.508510112344,36893.15258298554,46116.44072873192
2043,,,100897.69568753065,,432.378163529104,590348181.6063743,335836005.2038603,383813270.33785486,29138.391299923227,36422.98912490403,43707.58694988484,50992.184774865644,58276.782599846454,72845.97824980806,16576.185439591896,20720.231799489873,24864.278159387846,29008.32451928582,33152.37087918379,41440.463598979746,18944.246134164554,23680.307667705692,28416.36920124683,33152.43073478797,37888.49226832911,47360.615335411385
