PIN,Property Class,Neighborhood Code,Land Square Feet,Town Code,Type of Residence,Apartments,Wall Material,Roof Material,Rooms,Bedrooms,Basement,Basement Finish,Central Heating,Other Heating,Central Air,Fireplaces,Attic Type,Attic Finish,Half Baths,Design Plan,Cathedral Ceiling,Construction Quality,Renovation,Site Desirability,Garage 1 Size,Garage 1 Material,Garage 1 Attachment,Garage 1 Area,Garage 2 Size,Garage 2 Material,Garage 2 Attachment,Garage 2 Area,Porch,Other Improvements,Building Square Feet,Repair Condition,Multi Code,Number of Commercial Units,Estimate (Land),Estimate (Building),Sale Date,Deed No.,Sale Price,Longitude,Latitude,Census Tract,Total Building Square Feet,Multi Property Indicator,Property Address,Modeling Group,Full Baths,Age,Use,Number of Units,Percent Ownership,Condo Class Factor,Multi-Family Indicator,Large Lot,"Condition, Desirability and Utility",Location Factor,O'Hare Noise,Floodplain,Road Proximity,Condo Strata,Sale Year,Sale Quarter,Sale Half-Year,Sale Quarter of Year,Sale Month of Year,Sale Half of Year,Most Recent Sale,Age Squared,Age Decade,Age Decade Squared,Lot Size Squared,Improvement Size Squared,Pure Market Filter,Garage Indicator,Neigborhood Code (mapping),Square root of lot size,Square root of age,Square root of improvement size,Town and Neighborhood,"Town and Neighborhood, SF Group Only"
16081020221047,299,30,25673,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,9060,118170,01/30/2018,01803018008,185000,-87.7804504573656,41.8943125027123,812500,,0,447 N LOMBARD AVE OAK PARK,NCHARS,1,90,1,51,0.03,299,,0,,0.861087537127125,0,0,0,,2018,73,37,1,1,1,1,8100,9,81,659102929,,1,,30,160.22796260328596,9.486832980505138,,2730,2
16081020221047,299,30,25673,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,9060,118170,01/25/2018,01802545046,1,-87.7804504573656,41.8943125027123,812500,,0,447 N LOMBARD AVE OAK PARK,NCHARS,1,90,1,51,0.03,299,,0,,0.860454249817303,0,0,0,,2018,73,37,1,1,1,0,8100,9,81,659102929,,0,,30,160.22796260328596,9.486832980505138,,2730,
16081020221049,299,30,25673,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,9580,124900,09/11/2014,01425410019,201000,-87.7804504573656,41.8943125027123,812500,,0,449 N LOMBARD AVE OAK PARK,NCHARS,1,90,1,51,0.03,299,,0,,0.704412256677286,0,0,0,,2014,59,30,3,9,2,0,8100,9,81,659102929,,1,,30,160.22796260328596,9.486832980505138,,2730,2
16081020221049,299,30,25673,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,9580,124900,06/23/2017,01717408025,198000,-87.7804504573656,41.8943125027123,812500,,0,449 N LOMBARD AVE OAK PARK,NCHARS,1,90,1,51,0.03,299,,0,,0.833096238033015,0,0,0,,2017,70,35,2,6,1,1,8100,9,81,659102929,,1,,30,160.22796260328596,9.486832980505138,,2730,2
16081020221050,299,30,25673,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,9620,125440,06/10/2016,01616219155,198500,-87.7804504573656,41.8943125027123,812500,,0,449 N LOMBARD AVE OAK PARK,NCHARS,1,90,1,51,0.03,299,,0,,0.785219717410509,0,0,0,,2016,66,33,2,6,1,1,8100,9,81,659102929,,1,,30,160.22796260328596,9.486832980505138,,2730,2
16081020221051,299,30,25673,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,9660,126030,02/14/2017,01704549019,195000,-87.7804504573656,41.8943125027123,812500,,0,449 N LOMBARD AVE OAK PARK,NCHARS,1,90,1,51,0.03,299,,0,,0.816757425439619,0,0,0,,2017,69,35,1,2,1,1,8100,9,81,659102929,,1,,30,160.22796260328596,9.486832980505138,,2730,2
16081030020000,278,30,6412,27,1,0,4,1,5,3,1,3,2,5,0,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1018,2,2,0,54500,473790,02/26/2016,01605755112,195000,-87.7795306894097,41.894378077125,812500,,0,432 N LOMBARD AVE OAK PARK,SF,1,95,1,,,,,0,,0.762844380693144,0,0,0,,2016,65,33,1,2,1,0,9025,9.5,90.25,41113744,1036324,1,1,30,80.0749648766704,9.746794344808963,31.906112267087632,2730,2
16081030020000,278,30,6412,27,1,0,4,1,5,3,1,3,2,5,0,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1018,2,2,0,54500,473790,05/09/2017,01712942006,795000,-87.7795306894097,41.894378077125,812500,,0,432 N LOMBARD AVE OAK PARK,SF,1,95,1,,,,,0,,0.818320349033507,0,0,0,,2017,70,35,2,5,1,1,9025,9.5,90.25,41113744,1036324,1,1,30,80.0749648766704,9.746794344808963,31.906112267087632,2730,3
16081030030000,203,30,6412,27,1,0,4,1,5,3,1,3,2,5,1,0,1,3,0,2,2,2,,2,5,1,2,2,7,0,0,0,3,0,1018,2,2,0,54500,237690,02/16/2017,01704646160,260000,-87.7795275746577,41.8942752075674,812500,,0,430 N LOMBARD AVE OAK PARK,SF,1,95,1,,,,,0,,0.807259428885385,0,0,0,,2017,69,35,1,2,1,1,9025,9.5,90.25,41113744,1036324,1,1,30,80.0749648766704,9.746794344808963,31.906112267087632,2730,2
16081030070000,205,30,6412,27,2,0,1,1,7,3,1,1,2,5,1,0,2,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1744,2,2,0,54500,377470,07/11/2017,01719216231,433500,-87.779512839897,41.8937872100627,812500,,0,416 N LOMBARD AVE OAK PARK,SF,1,101,1,,,,,0,,0.822446618996846,0,0,0,,2017,71,36,3,7,2,1,10201,10.1,102.00999999999999,41113744,3041536,1,1,30,80.0749648766704,10.04987562112089,41.7612260356422,2730,3
16081030080000,205,30,6412,27,2,0,1,1,8,4,1,3,2,5,0,0,2,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1931,2,2,0,54500,351480,07/16/2018,01819757001,620000,-87.7795097221179,41.8936843406015,812500,,0,412 N LOMBARD AVE OAK PARK,SF,1,109,1,,,,,0,,0.868644825300089,0,0,0,,2018,75,38,3,7,2,1,11881,10.9,118.81,41113744,3728761,1,1,30,80.0749648766704,10.44030650891055,43.94314508543966,2730,3
16081030090000,205,30,6412,27,2,0,1,1,7,3,1,3,2,5,0,1,2,3,1,0,0,2,,2,3,1,2,2,7,0,0,0,1,0,1744,2,2,0,54500,378360,04/15/2013,01310533099,375000,-87.7795066455172,41.8935814438435,812500,,0,408 N LOMBARD AVE OAK PARK,SF,2,103,1,,,,,0,,0.625052781895993,0,0,0,,2013,54,27,2,4,1,1,10609,10.3,106.09000000000002,41113744,3041536,1,1,30,80.0749648766704,10.14889156509222,41.7612260356422,2730,3
16081030140000,278,30,6412,27,1,0,1,1,5,3,1,3,2,5,0,0,2,3,0,0,0,2,,2,3,1,2,2,7,0,0,0,1,0,1040,2,2,0,54500,24270,09/16/2015,01525910086,205000,-87.7788304932863,41.8943887617151,812500,,0,435 N TAYLOR AVE OAK PARK,SF,1,96,1,,,,,0,,0.734955944319314,0,0,0,,2015,63,32,3,9,2,0,9216,9.6,92.16,41113744,1081600,1,1,30,80.0749648766704,9.797958971132712,32.2490309931942,2730,2
16081030140000,278,30,6412,27,2,0,1,1,8,4,1,1,1,5,1,1,3,,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,2508,2,2,0,54500,24270,09/25/2018,01826847056,1,-87.7788304932863,41.8943887617151,812500,,0,435 N TAYLOR AVE OAK PARK,SF,3,1,1,,,,,0,,0.874912439789867,0,0,0,,2018,75,38,3,9,2,1,1,0.1,0.01,41113744,6290064,0,1,30,80.0749648766704,1,50.07993610219566,2730,
16081030140000,278,30,6412,27,2,0,1,1,8,4,1,1,1,5,1,1,3,,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,2508,2,2,0,54500,24270,06/15/2018,01816610006,750000,-87.7788304932863,41.8943887617151,812500,,0,435 N TAYLOR AVE OAK PARK,SF,3,1,1,,,,,0,,0.861993378669508,0,0,0,,2018,74,37,2,6,1,0,1,0.1,0.01,41113744,6290064,1,1,30,80.0749648766704,1,50.07993610219566,2730,3
16081030190000,205,30,5557,27,2,0,1,1,6,3,1,3,2,5,0,0,2,3,1,0,0,2,,2,3,1,2,2,7,0,0,0,1,0,1440,2,2,0,47230,284980,06/12/2017,01716308336,505000,-87.7788133644748,41.8938250376686,812500,,0,415 N TAYLOR AVE OAK PARK,SF,1,100,1,,,,,0,,0.811711929154468,0,0,0,,2017,70,35,2,6,1,1,10000,10,100,30880249,2073600,1,1,30,74.54528824815154,10,37.94733192202055,2730,3
16081030240000,203,30,8550,27,5,0,1,1,6,3,1,3,1,5,1,0,1,1,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1071,2,2,0,72670,224280,04/11/2013,01310133080,370000,-87.7787980630241,41.8933339030088,812500,,0,403 N TAYLOR AVE OAK PARK,SF,2,99,1,,,,,0,,0.615653000268522,0,0,0,,2013,54,27,2,4,1,1,9801,9.9,98.01,73102500,1147041,1,1,30,92.46621004453465,9.9498743710662,32.72613634390714,2730,3
16081040040000,205,30,3874,27,2,2,2,2,8,4,1,3,2,5,0,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,2178,2,2,0,32920,398440,11/12/2013,01331608045,135000,-87.7777938343821,41.8943532922919,812500,,0,53  CHICAGO AVE OAK PARK,SF,2,108,2,,,,,0,,0.638553249058295,0,0,0,,2013,56,28,4,11,2,1,11664,10.8,116.64000000000001,15007876,4743684,1,1,30,62.24146527838174,10.392304845413264,46.66904755831214,2730,1
16081040060000,211,30,3874,27,2,2,2,2,8,4,1,3,2,5,0,0,3,,0,0,0,2,,2,3,1,2,2,7,0,0,0,3,0,2618,2,2,0,32920,319160,02/25/2014,01405641036,70000,-87.7776036982177,41.8943562407135,812500,,0,49  CHICAGO AVE OAK PARK,MF,2,111,2,,,,211,0,,0.649850288815985,0,0,0,,2014,57,29,1,2,1,1,12321,11.1,123.21,15007876,6853924,1,1,30,62.24146527838174,10.535653752852738,51.16639522186413,2730,1
16081040070000,211,30,3874,27,2,2,2,2,8,4,1,3,2,5,0,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,2178,2,2,0,32920,278890,09/25/2017,01726846321,275000,-87.7775085947089,41.8943577143096,812500,,0,47  CHICAGO AVE OAK PARK,MF,2,116,2,,,,211,0,,0.814515431622017,0,0,0,,2017,71,36,3,9,2,1,13456,11.6,134.56,15007876,4743684,1,1,30,62.24146527838174,10.770329614269007,46.66904755831214,2730,2
16081040090000,211,30,3874,27,2,2,2,2,10,4,1,3,2,5,0,0,3,,0,2,0,2,,2,5,1,2,2,7,0,0,0,1,0,2134,2,2,0,32920,323080,11/13/2015,01531755079,268000,-87.7773184213597,41.8943606779336,812500,,0,43  CHICAGO AVE OAK PARK,MF,2,111,2,,,,211,0,,0.726127094524608,0,0,0,,2015,64,32,4,11,2,1,12321,11.1,123.21,15007876,4553956,1,1,30,62.24146527838174,10.535653752852738,46.195237849804386,2730,2
16081040160000,202,30,5130,27,1,0,4,1,5,3,1,3,2,5,0,0,2,3,0,0,0,2,,2,3,1,2,2,7,0,0,0,1,0,804,2,2,0,43600,158540,06/24/2013,01317516027,213000,-87.7771939031159,41.8940056138905,812500,,0,421 N HUMPHREY AVE OAK PARK,SF,1,90,1,,,,,0,,0.612163550221656,0,0,0,,2013,54,27,2,6,1,1,8100,9,81,26316900,646416,1,1,30,71.62401831787993,9.486832980505138,28.35489375751565,2730,2
16081040170000,205,30,5130,27,2,0,4,1,7,3,1,3,2,5,0,1,2,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1715,2,2,0,43600,340300,06/16/2017,01716717047,395000,-87.7771913698608,41.8939233300012,812500,,0,419 N HUMPHREY AVE OAK PARK,SF,1,94,1,,,,,0,,0.795665384470089,0,0,0,,2017,70,35,2,6,1,1,8836,9.4,88.36000000000001,26316900,2941225,1,1,30,71.62401831787993,9.695359714832659,41.41255848169731,2730,3
16081040180000,205,30,5130,27,2,0,4,1,6,3,1,3,2,5,0,0,3,,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1830,2,2,0,43600,345420,11/22/2016,01632706011,456500,-87.7771888433659,41.8938410168638,812500,,0,415 N HUMPHREY AVE OAK PARK,SF,1,94,1,,,,,0,,0.769043519975433,0,0,0,,2016,68,34,4,11,2,1,8836,9.4,88.36000000000001,26316900,3348900,1,1,30,71.62401831787993,9.695359714832659,42.77849927241488,2730,3
16081040210000,211,30,4100,27,2,2,2,2,12,6,1,1,1,5,1,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,2736,2,2,0,34850,319290,05/31/2013,01315104163,300000,-87.7774148390947,41.8934236334419,812500,,0,50  SUPERIOR ST OAK PARK,MF,2,111,2,,,,211,0,,0.607931545844448,0,0,0,,2013,54,27,2,5,1,1,12321,11.1,123.21,16810000,7485696,1,1,30,64.03124237432849,10.535653752852738,52.306787322488084,2730,3
16081040240000,211,30,3250,27,2,2,2,2,10,6,1,3,2,5,0,0,3,,0,2,2,2,,2,0,0,0,0,7,0,0,0,1,0,2516,2,2,0,27620,307730,06/13/2017,01716439045,385000,-87.7770993020515,41.8933948631103,812500,,0,403 N HUMPHREY AVE OAK PARK,MF,2,114,2,,,,211,0,,0.791091581863339,0,0,0,,2017,70,35,2,6,1,1,12996,11.4,129.96,10562500,6330256,1,0,30,57.0087712549569,10.677078252031311,50.15974481593781,2730,3
16081040250000,211,30,3250,27,2,2,2,2,13,7,1,3,1,5,0,0,3,,1,2,2,2,,2,0,0,0,0,7,0,0,0,1,0,2880,2,2,0,27620,310400,09/05/2013,01324841078,166500,-87.7770973241431,41.8933255453512,812500,,0,401 N HUMPHREY AVE OAK PARK,MF,2,111,2,,,,211,0,,0.616245436070713,0,0,0,,2013,55,28,3,9,2,0,12321,11.1,123.21,10562500,8294400,1,0,30,57.0087712549569,10.535653752852738,53.665631459994955,2730,2
16081040250000,211,30,3250,27,2,2,2,2,13,7,1,3,1,5,0,0,3,,1,2,2,2,,2,0,0,0,0,7,0,0,0,1,0,2880,2,2,0,27620,310400,01/19/2016,01601901005,485000,-87.7770973241431,41.8933255453512,812500,,0,401 N HUMPHREY AVE OAK PARK,MF,2,114,2,,,,211,0,,0.725930798131798,0,0,0,,2016,65,33,1,1,1,1,12996,11.4,129.96,10562500,8294400,1,0,30,57.0087712549569,10.677078252031311,53.665631459994955,2730,3
16081050090000,203,30,6498,27,5,0,4,1,7,3,1,3,2,5,0,0,1,1,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1699,2,2,0,55230,301570,06/09/2016,01616139029,426000,-87.7762671023042,41.8939739280594,812500,,0,418 N HUMPHREY AVE OAK PARK,SF,1,104,1,,,,,0,,0.738962554831337,0,0,0,,2016,66,33,2,6,1,1,10816,10.4,108.16000000000001,42224004,2886601,1,1,30,80.61017305526642,10.198039027185569,41.2189276910499,2730,3
16081050211004,299,30,8550,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,6240,130840,11/15/2018,01831955016,1,-87.7755584207967,41.8939341110836,812500,,0,720 N AUSTIN BLVD OAK PARK,NCHARS,1,49,1,10,0.09,299,,0,,0.843688501902674,0,0,0,,2018,76,38,4,11,2,1,2401,4.9,24.010000000000005,73102500,,0,,30,92.46621004453465,7,,2730,
16081050211004,299,30,8550,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,6240,130840,08/31/2018,01824357023,38000,-87.7755584207967,41.8939341110836,812500,,0,720 N AUSTIN BLVD OAK PARK,NCHARS,1,49,1,10,0.09,299,,0,,0.834062534793386,0,0,0,,2018,75,38,3,8,2,0,2401,4.9,24.010000000000005,73102500,,1,,30,92.46621004453465,7,,2730,1
16081050211010,299,30,8550,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,8970,188050,01/20/2017,01702018048,73980,-87.7755584207967,41.8939341110836,812500,,0,720 N AUSTIN BLVD OAK PARK,NCHARS,1,49,1,10,0.14,299,,0,,0.759587947158378,0,0,0,,2017,69,35,1,1,1,1,2401,4.9,24.010000000000005,73102500,,1,,30,92.46621004453465,7,,2730,1
16081050221001,299,30,8550,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,6600,128880,09/01/2015,01524401073,1,-87.7755543636068,41.8937967966585,812500,,0,714 N AUSTIN BLVD OAK PARK,NCHARS,1,48,1,10,0.10,299,,0,,0.694495005734315,0,0,0,,2015,63,32,3,9,2,1,2304,4.8,23.04,73102500,,0,,30,92.46621004453465,6.928203230275509,,2730,
16081060030000,205,90,5643,27,2,0,1,1,6,3,1,3,2,5,0,0,2,3,1,0,0,2,,2,3,1,2,2,7,0,0,0,3,0,1536,2,2,0,47960,304280,02/29/2016,01606049134,623000,-87.7843560272672,41.8927738252968,812500,,0,326 N RIDGELAND AVE OAK PARK,SF,1,111,1,,,,,0,,0.801132422143631,0,0,1,,2016,65,33,1,2,1,1,12321,11.1,123.21,31843449,2359296,1,1,90,75.11990415329349,10.535653752852738,39.191835884530846,2790,3
16081060040000,205,90,5643,27,2,0,1,1,5,3,1,3,2,5,0,0,2,3,1,2,2,2,,2,1,1,2,2,7,0,0,0,3,0,1595,2,2,0,47960,320510,10/01/2018,01827449169,445000,-87.7843535101152,41.892683280561,812500,,0,324 N RIDGELAND AVE OAK PARK,SF,1,114,1,,,,,0,,0.920248003938403,0,0,1,,2018,76,38,4,10,2,1,12996,11.4,129.96,31843449,2544025,1,1,90,75.11990415329349,10.677078252031311,39.93745109543172,2790,3
16081060060000,205,90,5643,27,2,0,1,1,7,4,1,3,2,5,0,0,1,1,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1976,2,2,0,47960,371490,06/14/2016,01616641066,470000,-87.7843484489159,41.8925021913551,812500,,0,318 N RIDGELAND AVE OAK PARK,SF,1,111,1,,,,,0,,0.812834851369023,0,0,1,,2016,66,33,2,6,1,1,12321,11.1,123.21,31843449,3904576,1,1,90,75.11990415329349,10.535653752852738,44.45222154178574,2790,3
16081060080000,206,90,8550,27,2,0,1,1,8,5,1,3,2,5,0,2,1,1,0,2,2,2,,2,4,1,2,2,7,0,0,0,3,0,2371,2,2,0,72670,470320,10/15/2018,01828818152,375000,-87.7843414962551,41.8922511402729,812500,,0,312 N RIDGELAND AVE OAK PARK,SF,2,115,1,,,,,0,,0.919292590944377,0,0,1,,2018,76,38,4,10,2,1,13225,11.5,132.25,73102500,5621641,1,1,90,92.46621004453465,10.723805294763608,48.692915295759406,2790,3
16081060080000,206,90,8550,27,2,0,1,1,8,5,1,3,2,5,0,2,1,1,0,2,2,2,,2,4,1,2,2,7,0,0,0,3,0,2371,2,2,0,72670,470320,02/09/2018,01804046116,1,-87.7843414962551,41.8922511402729,812500,,0,312 N RIDGELAND AVE OAK PARK,SF,2,115,1,,,,,0,,0.88788154037723,0,0,1,,2018,73,37,1,2,1,0,13225,11.5,132.25,73102500,5621641,0,1,90,92.46621004453465,10.723805294763608,48.692915295759406,2790,
16081060130000,206,90,10260,27,2,0,1,1,8,4,1,1,1,5,0,0,1,1,1,2,2,2,,2,5,1,2,2,7,0,0,0,1,0,2742,2,2,0,87210,495510,12/24/2014,01435804009,860000,-87.783651085857,41.8926864226856,812500,,0,325 N CUYLER AVE OAK PARK,SF,1,133,1,,,,,0,,0.73923220771206,0,0,1,,2014,60,30,4,12,2,1,17689,13.3,176.89000000000001,105267600,7518564,1,1,90,101.2916580968048,11.532562594670797,52.364109846344185,2790,3
16081060160000,205,90,6669,27,2,0,1,1,7,3,1,3,2,5,0,0,2,3,1,2,0,2,,2,3,1,2,2,7,0,0,0,1,0,1706,2,2,0,56680,423500,08/19/2014,01423148046,532000,-87.7836401687486,41.8923037557955,812500,,0,315 N CUYLER AVE OAK PARK,SF,2,111,1,,,,,0,,0.720730287545994,0,0,1,,2014,59,30,3,8,2,0,12321,11.1,123.21,44475561,2910436,1,1,90,81.6639455328972,10.535653752852738,41.30375285612676,2790,3
16081060160000,205,90,6669,27,2,0,1,1,7,3,1,3,2,5,0,0,2,3,1,2,0,2,,2,3,1,2,2,7,0,0,0,1,0,1706,2,2,0,56680,423500,08/19/2016,01623245074,1,-87.7836401687486,41.8923037557955,812500,,0,315 N CUYLER AVE OAK PARK,SF,2,111,1,,,,,0,,0.813316892241899,0,0,1,,2016,67,34,3,8,2,1,12321,11.1,123.21,44475561,2910436,0,1,90,81.6639455328972,10.535653752852738,41.30375285612676,2790,
16081060170000,205,90,6669,27,2,0,1,1,6,4,1,1,1,5,0,0,1,3,1,2,2,2,,2,1,1,2,2,7,0,0,0,3,0,1932,2,2,0,56680,339840,10/18/2013,01329141105,405000,-87.7836371295382,41.8921967848676,812500,,0,311 N CUYLER AVE OAK PARK,SF,1,109,1,,,,,0,,0.68142887280134,0,0,1,,2013,56,28,4,10,2,1,11881,10.9,118.81,44475561,3732624,1,1,90,81.6639455328972,10.44030650891055,43.95452195167182,2790,3
16081060200000,205,90,6669,27,2,0,1,1,8,4,1,3,2,5,0,0,1,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,2101,2,2,0,56680,373070,07/03/2018,01818434063,575000,-87.7836282995244,41.8918750969029,812500,,0,303 N CUYLER AVE OAK PARK,SF,1,116,1,,,,,0,,0.897150379350286,0,0,1,,2018,75,38,3,7,2,1,13456,11.6,134.56,44475561,4414201,1,1,90,81.6639455328972,10.770329614269007,45.83666654546336,2790,3
16081070060000,206,90,8550,27,2,0,4,1,9,5,1,1,2,5,0,1,2,3,1,2,2,2,,2,0,0,0,0,7,0,0,0,1,0,2693,2,2,0,72670,500600,09/28/2016,01627219339,852500,-87.7827205730616,41.8924115349395,812500,,0,316 N CUYLER AVE OAK PARK,SF,1,101,1,,,,,0,,0.810176341432151,0,0,0,,2016,67,34,3,9,2,1,10201,10.1,102.00999999999999,73102500,7252249,1,0,90,92.46621004453465,10.04987562112089,51.894122981316485,2790,3
16081070140000,206,90,7695,27,2,0,1,1,8,4,1,3,1,5,0,1,1,1,1,2,0,2,,2,3,1,2,2,7,0,0,0,3,0,2202,2,2,0,65400,457610,10/17/2014,01429029067,250000,-87.7820221668307,41.8925244304921,812500,,0,321 N HARVEY AVE OAK PARK,SF,2,121,1,,,,,0,,0.713819599759785,0,0,0,,2014,60,30,4,10,2,0,14641,12.1,146.41,59213025,4848804,1,1,90,87.72114910328068,11,46.92547282660026,2790,2
16081070140000,206,90,7695,27,2,0,1,1,8,4,1,3,1,5,0,1,1,1,1,2,0,2,,2,3,1,2,2,7,0,0,0,3,0,2202,2,2,0,65400,457610,10/23/2015,01529610008,849500,-87.7820221668307,41.8925244304921,812500,,0,321 N HARVEY AVE OAK PARK,SF,2,121,1,,,,,0,,0.76080951814854,0,0,0,,2015,64,32,4,10,2,1,14641,12.1,146.41,59213025,4848804,1,1,90,87.72114910328068,11,46.92547282660026,2790,3
16081070150000,206,90,7695,27,2,0,1,1,9,5,1,3,1,5,1,1,2,1,1,2,2,2,,2,0,0,0,0,7,0,0,0,1,0,2223,2,2,0,65400,417440,06/10/2016,01616210137,530000,-87.7820185715668,41.8924009913066,812500,,0,317 N HARVEY AVE OAK PARK,SF,1,121,1,,,,,0,,0.789291370680428,0,0,0,,2016,66,33,2,6,1,0,14641,12.1,146.41,59213025,4941729,1,0,90,87.72114910328068,11,47.148700936505136,2790,3
16081070150000,206,90,7695,27,2,0,1,1,9,5,1,3,1,5,1,1,1,1,1,2,2,2,,2,0,0,0,0,7,0,0,0,1,0,2829,2,2,0,65400,417440,11/19/2018,01832341000,777500,-87.7820185715668,41.8924009913066,812500,,0,317 N HARVEY AVE OAK PARK,SF,1,124,1,,,,,0,,0.902269826752584,0,0,0,,2018,76,38,4,11,2,1,15376,12.4,153.76000000000002,59213025,8003241,1,0,90,87.72114910328068,11.135528725660043,53.1883445878888,2790,3
16081080010000,206,90,8550,27,2,0,1,1,7,4,1,3,2,5,1,1,1,1,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,2428,2,2,0,72670,420040,08/22/2016,01623550038,749700,-87.7811132263561,41.8929830857029,812500,,0,332 N HARVEY AVE OAK PARK,SF,2,106,1,,,,,0,,0.793002410239549,0,0,0,,2016,67,34,3,8,2,1,11236,10.6,112.36,73102500,5895184,1,1,90,92.46621004453465,10.295630140987,49.27473997901968,2790,3
16081080070000,205,90,7267,27,2,0,4,1,9,5,1,3,2,5,0,0,1,1,1,2,0,2,,2,2,1,2,2,7,0,0,0,1,0,2197,2,2,0,61760,403750,09/18/2017,01726157029,490000,-87.7810890393574,41.8921703312575,812500,,0,308 N HARVEY AVE OAK PARK,SF,1,106,1,,,,,0,,0.83753586593616,0,0,0,,2017,71,36,3,9,2,1,11236,10.6,112.36,52809289,4826809,1,1,90,85.246700815926,10.295630140987,46.87216658103186,2790,3
16081080080000,205,90,7267,27,2,0,4,1,8,4,1,3,2,5,0,0,2,3,1,1,0,2,,2,3,1,1,1,7,0,0,0,1,0,2146,2,2,0,61760,648680,04/14/2016,01610547037,728000,-87.7810856123044,41.8920537519491,812500,,0,306 N HARVEY AVE OAK PARK,SF,1,106,1,,,,,0,,0.770696638995927,0,0,0,,2016,66,33,2,4,1,1,11236,10.6,112.36,52809289,4605316,1,1,90,85.246700815926,10.295630140987,46.32493928760188,2790,3
16081080090000,206,90,8550,27,2,0,3,1,9,4,1,3,1,5,1,1,1,1,1,2,2,2,,2,3,4,1,1,7,0,0,0,3,0,2529,2,2,0,72670,422340,03/13/2018,01807255049,720000,-87.7810822259761,41.8919275480255,812500,,0,300 N HARVEY AVE OAK PARK,SF,2,97,1,,,,,0,,0.858325692123953,0,0,0,,2018,73,37,1,3,1,1,9409,9.7,94.08999999999999,73102500,6395841,1,1,90,92.46621004453465,9.848857801796104,50.28916384272063,2790,3
16081080110000,211,90,8550,27,2,2,4,1,9,6,1,3,2,5,0,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,3802,2,2,0,72670,359900,08/13/2013,01322516026,512000,-87.7804027045459,41.8927183608577,812500,,0,325 N LOMBARD AVE OAK PARK,MF,2,98,2,,,,211,0,,0.644239582189478,0,0,0,,2013,55,28,3,8,2,1,9604,9.8,96.04000000000002,73102500,14455204,1,1,90,92.46621004453465,9.899494936611665,61.66036003787198,2790,3
16081080140000,206,90,8550,27,2,0,1,1,8,4,1,3,2,5,0,0,3,,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,2514,2,2,0,72670,327330,02/03/2014,01403422059,400000,-87.7803903876382,41.8923068291947,812500,,0,311 N LOMBARD AVE OAK PARK,SF,2,101,1,,,,,0,,0.663696937966468,0,0,0,,2014,57,29,1,2,1,1,10201,10.1,102.00999999999999,73102500,6320196,1,1,90,92.46621004453465,10.04987562112089,50.1398045468867,2790,3
16081090030000,205,90,6241,27,2,0,4,1,8,4,2,3,2,5,0,1,3,,1,0,0,2,,2,3,1,2,2,7,0,0,0,1,0,2161,2,2,0,53040,383520,11/27/2017,01733108097,1,-87.7794833803101,41.8928137936156,812500,,0,324 N LOMBARD AVE OAK PARK,SF,2,92,1,,,,,0,,0.833830607667924,0,0,0,,2017,72,36,4,11,2,1,8464,9.2,84.63999999999999,38950081,4669921,0,1,90,79,9.591663046625438,46.486557196677836,2790,
16081090080000,206,90,9405,27,2,0,4,1,7,4,1,3,2,5,0,1,3,,1,2,2,2,,2,4,1,2,2,7,0,0,0,3,0,2418,2,2,0,79940,621560,08/16/2016,01622922026,701500,-87.7794651591345,41.8922060750291,812500,,0,308 N LOMBARD AVE OAK PARK,SF,2,96,1,,,,,0,,0.770755060802978,0,0,0,,2016,67,34,3,8,2,1,9216,9.6,92.16,88454025,5846724,1,1,90,96.97937925146768,9.797958971132712,49.17316341257699,2790,3
