PIN,Property Class,Neighborhood Code,Land Square Feet,Town Code,Type of Residence,Apartments,Wall Material,Roof Material,Rooms,Bedrooms,Basement,Basement Finish,Central Heating,Other Heating,Central Air,Fireplaces,Attic Type,Attic Finish,Half Baths,Design Plan,Cathedral Ceiling,Construction Quality,Renovation,Site Desirability,Garage 1 Size,Garage 1 Material,Garage 1 Attachment,Garage 1 Area,Garage 2 Size,Garage 2 Material,Garage 2 Attachment,Garage 2 Area,Porch,Other Improvements,Building Square Feet,Repair Condition,Multi Code,Number of Commercial Units,Estimate (Land),Estimate (Building),Sale Date,Deed No.,Sale Price,Longitude,Latitude,Census Tract,Total Building Square Feet,Multi Property Indicator,Property Address,Modeling Group,Full Baths,Age,Use,Number of Units,Percent Ownership,Condo Class Factor,Multi-Family Indicator,Large Lot,"Condition, Desirability and Utility",Location Factor,O'Hare Noise,Floodplain,Road Proximity,Condo Strata,Sale Year,Sale Quarter,Sale Half-Year,Sale Quarter of Year,Sale Month of Year,Sale Half of Year,Most Recent Sale,Age Squared,Age Decade,Age Decade Squared,Lot Size Squared,Improvement Size Squared,Pure Market Filter,Garage Indicator,Neigborhood Code (mapping),Square root of lot size,Square root of age,Square root of improvement size,Town and Neighborhood,"Town and Neighborhood, SF Group Only"
16184290180000,203,60,3780,27,1,0,4,1,6,3,1,3,1,5,0,0,2,3,1,2,2,2,,2,0,0,0,0,7,0,0,0,3,0,1172,2,3,0,35910,197150,09/09/2019,1925255212,1,-87.78436,41.86682,813100,,0,1155 S RIDGELAND AVE,SF,1,96,1,,,,,,,0.7925779,0,0,1,,2019,91,46,3,9,2,1,9216,9.6,92.16,14288400,1373584,0,0,60,61.4817,9.797959,34.23449,2760,
16184290140000,203,60,3780,27,1,0,4,1,6,3,1,3,1,5,1,0,2,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1173,2,2,0,35910,208030,06/11/2019,1916216021,1,-87.78485,41.86591,813100,,0,1180 S ELMWOOD AVE,SF,1,97,1,,,,,,,0.8185705,0,0,0,,2019,90,45,2,6,1,1,9409,9.7,94.09,14288400,1375929,0,1,60,61.4817,9.848858,34.24909,2760,
16184280431099,299,60,41960,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,790,13650,07/10/2019,1919122020,1,-87.7858,41.86555,813100,,0,6436  ROOSEVELT RD,NCHARS,,10,1,126,0.00,299,,,,0.8182336,0,0,1,5,2019,91,46,3,7,2,1,100,1,1,1760641600,,0,,60,204.8414,3.162278,,2760,
16184270330000,202,60,3150,27,1,0,1,1,4,2,3,3,1,5,0,0,2,3,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,910,2,2,0,29920,175380,06/11/2019,1916241071,287000,-87.78678,41.86592,813100,,0,1181  GUNDERSON AVE,SF,1,94,1,,,,,,,0.8312139,0,0,0,,2019,90,45,2,6,1,1,8836,9.4,88.36,9922500,828100,1,1,60,56.12486,9.69536,30.16621,2760,2
16184270220000,205,60,3150,27,2,0,1,1,8,4,1,3,1,5,1,0,2,3,2,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1330,2,2,0,29920,289410,03/13/2019,1907242037,385000,-87.78681,41.86675,813100,,0,1157  GUNDERSON AVE,SF,1,94,1,,,,,,,0.8524685,0,0,0,,2019,89,45,1,3,1,1,8836,9.4,88.36,9922500,1768900,1,1,60,56.12486,9.69536,36.46917,2760,3
16184270160000,205,60,3150,27,2,0,2,1,7,3,1,3,2,5,0,0,3,,0,0,0,2,,2,3,1,2,2,7,0,0,0,3,0,1124,2,2,0,29920,300400,02/22/2019,1905322055,144375,-87.7873,41.86591,813100,,0,1180 S SCOVILLE AVE,SF,2,105,1,,,,,,,0.8609908,0,0,0,,2019,89,45,1,2,1,1,11025,10.5,110.25,9922500,1263376,1,1,60,56.12486,10.24695,33.52611,2760,1
16184250450000,295,60,1300,27,3,0,2,2,7,3,2,3,1,5,1,0,3,,0,2,2,2,,2,3,2,1,1,7,0,0,0,3,0,2397,2,2,0,12350,306280,09/23/2019,1926649100,181500,-87.78978,41.86557,813200,,0,1192  CLARENCE AVE,SF,3,13,1,,,,,,,0.8243365,0,0,1,,2019,91,46,3,9,2,1,169,1.3,1.69,1690000,5745609,1,1,60,36.05551,3.605551,48.95917,2760,2
16184250440000,295,60,1300,27,3,0,2,2,7,3,2,3,1,5,1,0,3,,0,2,2,2,,2,3,2,1,1,7,0,0,0,3,0,2720,2,2,0,12350,349220,02/26/2019,1905706126,391000,-87.78985,41.86557,813200,,0,1192  CLARENCE AVE,SF,3,13,1,,,,,,,0.8755303,0,0,1,,2019,89,45,1,2,1,1,169,1.3,1.69,1690000,7398400,1,1,60,36.05551,3.605551,52.15362,2760,3
16184250240000,204,60,3906,27,5,0,2,1,6,4,1,3,1,5,1,0,2,1,1,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1922,2,2,0,37100,290990,05/03/2019,1912313025,1,-87.78925,41.86623,813200,,0,1171 S EAST AVE,SF,2,94,1,,,,,,,0.8553259,0,0,0,,2019,90,45,2,5,1,1,8836,9.4,88.36,15256836,3694084,0,1,60,62.498,9.69536,43.84062,2760,
16184250080000,205,60,3150,27,2,0,4,1,5,3,1,3,1,5,1,0,3,,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1222,2,2,0,29920,238290,06/17/2019,1916845040,1,-87.78977,41.86635,813200,,0,1166  CLARENCE AVE,SF,1,94,1,,,,,,,0.8472735,0,0,0,,2019,90,45,2,6,1,1,8836,9.4,88.36,9922500,1493284,0,1,60,56.12486,9.69536,34.95712,2760,
16184240080000,205,60,3150,27,2,0,1,1,8,4,1,3,1,5,0,0,2,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1440,2,2,0,29920,275330,04/29/2019,1911945024,1,-87.791,41.86633,813200,,0,1166  WESLEY AVE,SF,1,94,1,,,,,,,0.865931,0,0,0,,2019,90,45,2,4,1,1,8836,9.4,88.36,9922500,2073600,0,1,60,56.12486,9.69536,37.94733,2760,
16184220230000,205,60,3538,27,2,0,1,1,6,3,1,3,1,5,1,0,1,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1369,2,2,0,33610,322420,04/29/2019,1911913118,375000,-87.79291,41.8659,813200,,0,1179 S EUCLID AVE,SF,1,104,1,,,,,,,0.8761038,0,0,0,,2019,90,45,2,4,1,1,10816,10.4,108.16,12517444,1874161,1,1,60,59.48109,10.19804,37,2760,3
16184210310000,205,60,3150,27,2,0,1,1,8,4,1,3,1,5,1,0,2,3,1,2,2,2,,2,2,1,2,2,7,0,0,0,3,0,1288,2,2,0,29920,250640,04/09/2019,1909906069,366000,-87.7844,41.86802,813100,,0,1125 S RIDGELAND AVE,SF,1,92,1,,,,,,,0.8291101,0,0,1,,2019,90,45,2,4,1,1,8464,9.2,84.64,9922500,1658944,1,1,60,56.12486,9.591663,35.88872,2760,3
16184210180000,203,60,4199,27,5,0,4,1,6,2,1,3,1,5,1,1,1,1,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1548,2,2,0,39890,270110,07/25/2019,1920655202,357000,-87.7849,41.86745,813100,,0,1142 S ELMWOOD AVE,SF,2,101,1,,,,,,,0.8069003,0,0,0,,2019,91,46,3,7,2,1,10201,10.1,102.01,17631601,2396304,1,1,60,64.79969,10.04988,39.34463,2760,3
16184210150000,205,60,4032,27,2,0,1,1,6,4,1,3,1,5,0,0,3,,0,2,0,2,,2,3,1,2,2,7,0,0,0,3,0,1493,2,2,0,38300,312570,08/02/2019,1921457218,205000,-87.78491,41.86768,813100,,0,1134 S ELMWOOD AVE,SF,1,99,1,,,,,,,0.804834,0,0,0,,2019,91,46,3,8,2,1,9801,9.9,98.01,16257024,2229049,1,1,60,63.49803,9.949874,38.63936,2760,2
16184200160000,206,60,3654,27,2,0,1,1,9,4,1,3,1,5,1,0,3,,1,2,2,2,,2,2,1,2,2,7,0,0,0,1,0,2238,2,2,0,34710,386790,05/03/2019,1912349056,521000,-87.78614,41.86759,813100,,0,1136  GUNDERSON AVE,SF,2,95,1,,,,,,,0.8350326,0,0,0,,2019,90,45,2,5,1,1,9025,9.5,90.25,13351716,5008644,1,1,60,60.44833,9.746794,47.3075,2760,3
16184190020000,205,60,3150,27,2,0,4,1,6,3,1,1,1,5,1,1,3,,1,2,2,2,,2,10,1,2,2,7,0,0,0,1,0,1244,2,2,0,29920,242800,04/19/2019,1910901058,415000,-87.7874,41.86865,813100,,0,1104 S SCOVILLE AVE,SF,1,90,1,,,,,,,0.8455559,0,0,0,,2019,90,45,2,4,1,1,8100,9,81,9922500,1547536,1,1,60,56.12486,9.486833,35.27038,2760,3
16184180360000,203,60,3780,27,1,0,1,1,5,2,1,1,1,5,1,0,2,3,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1291,2,2,0,35910,254330,07/24/2019,1920516019,380000,-87.78806,41.86735,813100,,0,1143 S SCOVILLE AVE,SF,1,99,1,,,,,,,0.8273148,0,0,0,,2019,91,46,3,7,2,1,9801,9.9,98.01,14288400,1666681,1,1,60,61.4817,9.949874,35.93049,2760,3
16184170260000,204,60,4725,27,1,0,2,1,8,5,1,3,1,5,0,0,1,3,0,2,0,2,,2,3,1,2,2,7,0,0,0,3,0,2099,2,2,0,44880,357310,09/25/2019,1926816096,385000,-87.7893,41.86782,813200,,0,1129 S EAST AVE,SF,1,98,1,,,,,,,0.8188997,0,0,0,,2019,91,46,3,9,2,1,9604,9.8,96.04,22325625,4405801,1,1,60,68.73864,9.899495,45.81484,2760,3
16184160140000,202,60,4221,27,1,0,4,1,5,3,1,3,1,5,0,0,2,1,0,0,0,2,,2,3,1,2,2,7,0,0,0,3,0,792,2,2,0,40090,201820,06/06/2019,1915708101,200100,-87.79103,41.86734,813200,,0,1140  WESLEY AVE,SF,1,95,1,,,,,,,0.8558527,0,0,0,,2019,90,45,2,6,1,0,9025,9.5,90.25,17816841,627264,1,1,60,64.96922,9.746794,28.14249,2760,2
16184160140000,202,60,4221,27,1,0,4,1,5,3,1,3,1,5,0,0,2,1,0,0,0,2,,2,3,1,2,2,7,0,0,0,3,0,792,2,2,0,40090,201820,09/19/2019,1926249435,1,-87.79103,41.86734,813200,,0,1140  WESLEY AVE,SF,1,95,1,,,,,,,0.8303423,0,0,0,,2019,91,46,3,9,2,1,9025,9.5,90.25,17816841,627264,0,1,60,64.96922,9.746794,28.14249,2760,
16184150100000,203,60,3906,27,1,0,1,1,4,1,1,3,1,5,1,0,3,,0,2,2,2,,2,4,1,2,2,7,0,0,0,3,0,1142,2,2,0,37100,284000,07/11/2019,1919212020,1,-87.79175,41.86774,813200,,0,1129  WESLEY AVE,SF,1,96,1,,,,,,,0.8507063,0,0,0,,2019,91,46,3,7,2,1,9216,9.6,92.16,15256836,1304164,0,1,60,62.498,9.797959,33.79349,2760,
16184150090000,204,60,4410,27,5,0,2,1,8,4,1,1,1,5,1,0,1,1,1,2,2,2,,2,3,2,2,2,7,0,0,0,2,0,2020,2,2,0,41890,325020,08/26/2019,1923813010,447500,-87.79176,41.86783,813200,,0,1127  WESLEY AVE,SF,2,101,1,,,,,,,0.8394614,0,0,0,,2019,91,46,3,8,2,1,10201,10.1,102.01,19448100,4080400,1,1,60,66.40783,10.04988,44.94441,2760,3
16184150080000,205,60,4788,27,2,0,4,1,8,4,1,3,1,5,0,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1825,2,2,0,45480,352990,09/12/2019,1925555214,440000,-87.79176,41.86793,813200,,0,1125  WESLEY AVE,SF,2,103,1,,,,,,,0.8352558,0,0,0,,2019,91,46,3,9,2,1,10609,10.3,106.09,22924944,3330625,1,1,60,69.19538,10.14889,42.72002,2760,3
16184140331004,299,60,4699,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,7490,114040,04/05/2019,1909549343,137500,-87.79348,41.86774,813200,,0,1128 S OAK PARK AVE,NCHARS,,90,1,9,0.18,299,,,,0.8826874,0,0,0,5,2019,90,45,2,4,1,1,8100,9,81,22080601,,1,,60,68.54925,9.486833,,2760,1
16184140230000,205,60,4575,27,2,0,1,1,6,3,1,1,2,5,0,0,2,1,1,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1144,2,2,0,43460,269960,07/26/2019,1920745008,1,-87.79298,41.86806,813200,,0,1119 S EUCLID AVE,SF,1,107,1,,,,,,,0.8528208,0,0,0,,2019,91,46,3,7,2,1,11449,10.7,114.49,20930625,1308736,0,1,60,67.63875,10.34408,33.82307,2760,
16184140090000,211,60,4687,27,2,2,2,2,14,8,1,2,2,5,1,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,3813,2,2,0,44520,427060,09/20/2019,1926322188,1,-87.79349,41.86785,813200,,0,1124 S OAK PARK AVE,MF,3,102,2,,,,211,,,0.8417873,0,0,0,,2019,91,46,3,9,2,1,10404,10.2,104.04,21967969,14538969,0,1,60,68.46167,10.0995,61.74949,2760,
16184130220000,205,60,3175,27,2,0,1,1,6,4,1,1,1,5,1,0,3,,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1769,2,2,0,30160,329740,09/23/2019,1926634078,446000,-87.78497,41.8695,813100,,0,1034 S ELMWOOD AVE,SF,2,96,1,,,,,,,0.7914049,0,0,0,,2019,91,46,3,9,2,1,9216,9.6,92.16,10080625,3129361,1,1,60,56.34714,9.797959,42.05948,2760,3
16184120450000,205,60,3175,27,2,0,1,1,6,4,1,1,1,5,1,1,1,3,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1240,2,2,0,30160,244030,03/29/2019,1908846161,1,-87.78569,41.86976,813100,,0,1027 S ELMWOOD AVE,SF,2,103,1,,,,,,,0.8391862,0,0,0,,2019,89,45,1,3,1,1,10609,10.3,106.09,10080625,1537600,0,1,60,56.34714,10.14889,35.21363,2760,
16184120400000,205,60,3175,27,2,0,1,1,5,3,3,1,1,5,1,0,2,3,0,2,2,2,,2,3,4,2,2,7,0,0,0,1,0,1277,2,3,0,30160,289140,06/24/2019,1917513002,410000,-87.7857,41.87017,813100,,0,1015 S ELMWOOD AVE,SF,1,97,1,,,,,,,0.8179227,0,0,0,,2019,90,45,2,6,1,1,9409,9.7,94.09,10080625,1630729,1,1,60,56.34714,9.848858,35.73514,2760,3
16184120250000,205,60,3175,27,2,0,4,1,7,4,1,3,1,5,1,0,3,,0,2,2,2,,2,0,0,0,0,7,0,0,0,3,0,1392,2,2,0,30160,276430,02/01/2019,1902345027,1,-87.78619,41.8692,813100,,0,1042  GUNDERSON AVE,SF,1,95,1,,,,,,,0.8563276,0,0,0,,2019,89,45,1,2,1,1,9025,9.5,90.25,10080625,1937664,0,0,60,56.34714,9.746794,37.30952,2760,
16184120190000,203,60,4762,27,5,0,2,1,8,3,3,3,1,5,0,0,2,1,2,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1651,2,2,0,45230,256320,04/02/2019,1909245043,1,-87.78621,41.86966,813100,,0,1028  GUNDERSON AVE,SF,1,93,1,,,,,,,0.8415686,0,0,0,,2019,90,45,2,4,1,1,8649,9.3,86.49,22676644,2725801,0,1,60,69.00725,9.643651,40.6325,2760,
16184120010000,203,60,5930,27,5,0,1,1,8,5,1,3,2,5,0,0,1,1,0,2,2,2,,2,0,0,0,0,7,0,0,0,3,0,1502,2,2,0,56330,239930,05/28/2019,1914813144,1,-87.78628,41.87126,813100,,0,934  GUNDERSON AVE,SF,1,105,1,,,,,,,0.8276189,0,0,0,,2019,90,45,2,5,1,1,11025,10.5,110.25,35164900,2256004,0,0,60,77.00649,10.24695,38.75564,2760,
16184110180000,206,60,4725,27,2,0,1,1,10,4,1,1,1,5,1,0,3,,1,2,2,2,1,2,10,1,2,2,7,0,0,0,3,0,2660,2,2,0,44880,23900,06/06/2019,1915745057,1,-87.78815,41.87004,813100,,0,1019 S SCOVILLE AVE,SF,3,114,1,,,,,,,0.8375086,0,0,0,,2019,90,45,2,6,1,1,12996,11.4,129.96,22325625,7075600,0,1,60,68.73864,10.67708,51.57519,2760,
16184100160000,205,60,4725,27,2,0,4,1,7,3,1,1,1,5,1,0,1,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,1,112,1440,2,2,0,44880,276620,05/10/2019,1913034033,1,-87.78988,41.86936,813200,,0,1036  CLARENCE AVE,SF,1,109,1,,,,,,,0.8544339,0,0,0,,2019,90,45,2,5,1,1,11881,10.9,118.81,22325625,2073600,0,1,60,68.73864,10.44031,37.94733,2760,
16184090330000,205,60,4725,27,2,0,1,1,7,4,1,1,1,5,0,0,1,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1364,2,2,0,44880,366130,09/13/2019,1925625003,395000,-87.79057,41.86914,813200,,0,1043  CLARENCE AVE,SF,1,119,1,,,,,,,0.8277945,0,0,0,,2019,91,46,3,9,2,1,14161,11.9,141.61,22325625,1860496,1,1,60,68.73864,10.90871,36.93237,2760,3
16184090290000,203,60,4725,27,5,0,1,1,6,3,1,3,1,5,1,0,2,1,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1515,2,2,0,44880,246040,08/19/2019,1923134018,320000,-87.79059,41.86955,813200,,0,1029  CLARENCE AVE,SF,1,119,1,,,,,,,0.8336363,0,0,0,,2019,91,46,3,8,2,1,14161,11.9,141.61,22325625,2295225,1,1,60,68.73864,10.90871,38.923,2760,3
16184090280000,203,60,4725,27,2,0,1,1,11,5,1,1,1,5,1,1,3,,1,2,2,2,1,2,3,1,2,2,7,0,0,0,3,0,2479,2,2,0,44880,416230,04/11/2019,1910117047,740000,-87.79059,41.86965,813200,,0,1027  CLARENCE AVE,SF,4,105,1,,,,,,,0.8651653,0,0,0,,2019,90,45,2,4,1,1,11025,10.5,110.25,22325625,6145441,1,1,60,68.73864,10.24695,49.78956,2760,3
16184090270000,203,60,4725,27,5,0,1,1,5,2,1,3,1,5,1,0,2,1,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1456,2,2,0,44880,214760,04/17/2019,1910722100,426000,-87.7906,41.86976,813200,,0,1023  CLARENCE AVE,SF,1,109,1,,,,,,,0.8636535,0,0,0,,2019,90,45,2,4,1,1,11881,10.9,118.81,22325625,2119936,1,1,60,68.73864,10.44031,38.15757,2760,3
16184090160000,205,60,4725,27,2,0,1,1,6,3,1,1,2,5,0,1,1,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1426,2,2,0,44880,286120,06/25/2019,1917657043,454000,-87.79109,41.86913,813200,,0,1044  WESLEY AVE,SF,1,109,1,,,,,,,0.8499993,0,0,0,,2019,90,45,2,6,1,1,11881,10.9,118.81,22325625,2033476,1,1,60,68.73864,10.44031,37.76242,2760,3
16184080120000,203,60,4725,27,5,0,4,1,7,4,1,3,2,5,0,0,1,1,0,2,0,2,,2,3,1,2,2,7,0,0,0,1,0,1421,2,2,0,44880,236600,04/08/2019,1909855000,405000,-87.79234,41.86959,813200,,0,1028 S EUCLID AVE,SF,1,114,1,,,,,,,0.8748916,0,0,0,,2019,90,45,2,4,1,1,12996,11.4,129.96,22325625,2019241,1,1,60,68.73864,10.67708,37.69615,2760,3
16184080080000,205,60,3780,27,2,0,4,1,6,3,1,3,1,5,0,0,3,,1,2,0,2,,2,3,1,2,2,7,0,0,0,1,0,1410,2,2,0,35910,284540,07/22/2019,1920349279,417500,-87.79235,41.86987,813200,,0,1020 S EUCLID AVE,SF,1,97,1,,,,,,,0.8492201,0,0,0,,2019,91,46,3,7,2,1,9409,9.7,94.09,14288400,1988100,1,1,60,61.4817,9.848858,37.54997,2760,3
16184070010000,211,60,8125,27,5,2,4,1,8,4,1,3,2,5,0,0,2,2,0,2,2,2,,2,1,1,2,2,7,0,0,0,3,0,1663,2,2,0,77180,200390,08/29/2019,1924149062,1,-87.79358,41.87046,813200,,0,1000 S OAK PARK AVE,MF,2,106,2,,,,211,,,0.8453733,0,0,0,,2019,91,46,3,8,2,1,11236,10.6,112.36,66015625,2765569,0,1,60,90.13878,10.29563,40.7799,2760,
16184060080000,203,60,4095,27,1,0,1,1,5,3,1,3,2,5,1,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1222,2,2,0,38900,244030,01/02/2019,1900257361,331500,-87.78941,41.87106,813200,,0,941 S EAST AVE,SF,1,96,1,,,,,,,0.8818745,0,0,0,,2019,89,45,1,1,1,1,9216,9.6,92.16,16769025,1493284,1,1,60,63.99219,9.797959,34.95712,2760,3
16184050141061,299,60,33475,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5100,62070,03/13/2019,1907225008,142000,-87.79092,41.87154,813200,,0,635  GARFIELD TER,NCHARS,,87,1,62,0.02,299,,,,0.8727699,0,0,0,5,2019,89,45,1,3,1,1,7569,8.7,75.69,1120575625,,1,,60,182.9617,9.327379,,2760,1
16184050141055,299,60,33475,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,4890,59430,06/21/2019,1917234057,89000,-87.79092,41.87154,813200,,0,927  CLARENCE AVE,NCHARS,,87,1,62,0.02,299,,,,0.8484744,0,0,0,5,2019,90,45,2,6,1,1,7569,8.7,75.69,1120575625,,1,,60,182.9617,9.327379,,2760,1
16184050141034,299,60,33475,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,4240,51530,05/23/2019,1914301128,120000,-87.79092,41.87154,813200,,0,920  WESLEY AVE,NCHARS,,87,1,62,0.01,299,,,,0.8555201,0,0,0,5,2019,90,45,2,5,1,1,7569,8.7,75.69,1120575625,,1,,60,182.9617,9.327379,,2760,1
16184040150000,205,60,3906,27,2,0,1,1,6,3,1,3,2,5,0,0,2,3,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1408,2,2,0,37100,287230,04/17/2019,1910757144,440000,-87.79189,41.87136,813200,,0,931  WESLEY AVE,SF,1,100,1,,,,,,,0.8693491,0,0,0,,2019,90,45,2,4,1,1,10000,10,100,15256836,1982464,1,1,60,62.498,10,37.52333,2760,3
16184020161013,299,50,4000,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3700,51320,05/24/2019,1914401105,110000,-87.78522,41.87241,813100,,0,906 S ELMWOOD AVE,NCHARS,,49,1,12,0.07,299,,,,0.8215043,0,0,0,5,2019,90,45,2,5,1,1,2401,4.9,24.01,16000000,,1,,50,63.24555,7,,2750,1
16183290260000,278,60,4795,27,2,0,1,1,6,4,1,1,1,5,1,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,2181,2,2,0,45550,509050,07/11/2019,1919213075,655000,-87.79414,41.86582,813200,,0,1181 S OAK PARK AVE,SF,3,4,1,,,,,,,0.8641901,0,0,0,,2019,91,46,3,7,2,1,16,0.4,0.16,22992025,4756761,1,1,60,69.24594,2,46.70118,2760,3
16183280440000,295,60,1339,27,3,0,2,1,6,3,2,3,1,5,1,0,3,,1,2,2,2,,2,3,2,1,1,7,0,0,0,3,0,2007,2,2,0,12720,307490,05/06/2019,1912634059,335000,-87.79533,41.86547,813200,,0,1193 S GROVE AVE,SF,2,10,1,,,,,,,0.8857398,0,0,1,,2019,90,45,2,5,1,1,100,1,1,1792921,4028049,1,1,60,36.59235,3.162278,44.79955,2760,3
16183280361004,299,60,5617,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,12280,86280,09/10/2019,1925334113,1,-87.796,41.86537,813200,,0,1194 S KENILWORTH AVE,NCHARS,,47,1,5,0.21,299,,,,0.8576829,0,0,1,5,2019,91,46,3,9,2,1,2209,4.7,22.09,31550689,,0,,60,74.94665,6.855655,,2760,
16183280230000,205,60,6850,27,2,0,1,1,5,5,1,1,1,5,1,0,3,,1,2,2,2,,2,4,1,2,2,7,0,0,0,3,0,2140,2,2,0,65070,412810,05/22/2019,1914246029,600000,-87.79547,41.86624,813200,,0,1167 S GROVE AVE,SF,2,99,1,,,,,,,0.8814853,0,0,0,,2019,90,45,2,5,1,1,9801,9.9,98.01,46922500,4579600,1,1,60,82.76473,9.949874,46.26013,2760,3
16183280210000,205,60,4110,27,2,0,1,1,6,4,1,1,1,5,1,1,2,1,1,2,2,2,,2,0,0,0,0,7,0,0,0,3,0,1749,2,2,0,39040,275850,01/04/2019,1900455005,1,-87.79547,41.86649,813200,,0,1161 S GROVE AVE,SF,1,98,1,,,,,,,0.9147655,0,0,0,,2019,89,45,1,1,1,1,9604,9.8,96.04,16892100,3059001,0,0,60,64.10928,9.899495,41.82105,2760,
16183270030000,206,60,4566,27,2,0,4,1,8,4,1,1,1,5,1,1,1,3,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,2217,2,2,0,43370,381320,09/04/2019,1924713017,370000,-87.79735,41.8666,813200,,0,1156  CLINTON AVE,SF,2,95,1,,,,,,,0.862687,0,0,0,,2019,91,46,3,9,2,1,9025,9.5,90.25,20848356,4915089,1,1,60,67.57218,9.746794,47.08503,2760,3
16183260260000,205,60,3425,27,2,0,4,1,6,3,1,3,1,5,1,0,3,,1,2,0,2,,2,0,0,0,0,7,0,0,0,1,0,1452,2,2,0,32530,311740,07/08/2019,1918912021,350000,-87.79806,41.86568,813200,,0,1183  CLINTON AVE,SF,1,95,1,,,,,,,0.8802974,0,0,0,,2019,91,46,3,7,2,1,9025,9.5,90.25,11730625,2108304,1,0,60,58.5235,9.746794,38.10512,2760,3
16183260140000,205,60,3425,27,2,0,4,1,5,3,1,3,2,5,1,0,3,,0,2,2,2,,2,3,1,2,2,7,0,0,0,1,0,1624,2,2,0,32530,296380,06/17/2019,1916822038,339900,-87.79862,41.86553,813200,,0,1188  HOME AVE,SF,2,94,1,,,,,,,0.8873682,0,0,0,,2019,90,45,2,6,1,1,8836,9.4,88.36,11730625,2637376,1,1,60,58.5235,9.69536,40.29888,2760,3
16183260100000,203,60,6850,27,1,0,1,1,6,3,1,3,1,5,0,0,3,,0,2,0,2,,2,3,1,2,2,7,0,0,0,3,0,1206,2,2,0,65070,217080,08/15/2019,1922708003,380000,-87.79863,41.86591,813200,,0,1174  HOME AVE,SF,1,107,1,,,,,,,0.8726027,0,0,0,,2019,91,46,3,8,2,1,11449,10.7,114.49,46922500,1454436,1,1,60,82.76473,10.34408,34.72751,2760,3
16183240200000,205,60,5625,27,2,0,4,1,6,3,1,1,1,5,1,0,3,,1,2,2,2,,2,3,1,2,2,7,0,0,0,3,0,1710,2,2,0,53430,350720,02/21/2019,1905245012,1,-87.80082,41.86648,813200,,0,1157  WENONAH AVE,SF,1,96,1,,,,,,,0.920437,0,0,0,,2019,89,45,1,2,1,1,9216,9.6,92.16,31640625,2924100,0,1,60,75,9.797959,41.35215,2760,
16183230020000,205,60,4250,27,2,0,4,1,8,4,1,1,1,5,1,0,3,,1,0,0,2,,2,3,1,2,2,7,0,0,0,3,0,1218,2,2,0,40370,243600,09/12/2019,1925445020,1,-87.80296,41.86655,813200,,0,1154 S MAPLE AVE,SF,1,94,1,,,,,,,0.8753985,0,0,0,,2019,91,46,3,9,2,1,8836,9.4,88.36,18062500,1483524,0,1,60,65.19202,9.69536,34.89986,2760,
16183220450000,295,60,1313,27,3,0,2,1,6,3,1,3,1,5,1,0,3,,1,2,2,2,,2,1,2,2,2,7,0,0,0,3,0,2149,2,2,0,12470,331810,04/10/2019,1910055156,386000,-87.79412,41.8674,813200,,0,1139 S OAK PARK AVE,SF,2,13,1,,,,,,,0.8846951,0,0,0,,2019,90,45,2,4,1,1,169,1.3,1.69,1723969,4618201,1,1,60,36.23534,3.605551,46.35731,2760,3
